"","Country","Region","Happiness.Rank","Happiness.Score","Standard.Error","Economy..GDP.per.Capita.","Family","Health..Life.Expectancy.","Freedom","Trust..Government.Corruption.","Generosity","Dystopia.Residual","year","mean","Lower.Confidence.Interval","Upper.Confidence.Interval","Logged.GDP.per.capita","Healthy.life.expectancy","Ladder.score.in.Dystopia","Explained.by..Log.GDP.per.capita","Explained.by..Social.support","Explained.by..Healthy.life.expectancy","Explained.by..Freedom.to.make.life.choices","Explained.by..Generosity","Explained.by..Perceptions.of.corruption"
"613","Zimbabwe",NA,144,3.692,NA,0.357,1.094,0.248,0.406,0.099,0.132,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Afghanistan",NA,145,3.632,NA,0.332,0.537,0.255,0.085,0.036,0.191,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Botswana",NA,146,3.59,NA,1.017,1.174,0.417,0.557,0.092,0.042,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Malawi",NA,147,3.587,NA,0.186,0.541,0.306,0.531,0.08,0.21,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Haiti",NA,148,3.582,NA,0.315,0.714,0.289,0.025,0.104,0.392,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Liberia",NA,149,3.495,NA,0.076,0.858,0.267,0.419,0.03,0.206,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Syria",NA,150,3.462,NA,0.689,0.382,0.539,0.088,0.144,0.376,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Rwanda",NA,151,3.408,NA,0.332,0.896,0.4,0.636,0.444,0.2,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Yemen",NA,152,3.355,NA,0.442,1.073,0.343,0.244,0.064,0.083,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Tanzania",NA,153,3.303,NA,0.455,0.991,0.381,0.481,0.097,0.27,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","South Sudan",NA,154,3.254,NA,0.337,0.608,0.177,0.112,0.106,0.224,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Central African Republic",NA,155,3.083,NA,0.024,0,0.01,0.305,0.038,0.218,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Burundi",NA,156,2.905,NA,0.091,0.627,0.145,0.065,0.076,0.149,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Finland",NA,1,7.769,NA,1.34,1.587,0.986,0.596,0.393,0.153,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Denmark",NA,2,7.6,NA,1.383,1.573,0.996,0.592,0.41,0.252,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Norway",NA,3,7.554,NA,1.488,1.582,1.028,0.603,0.341,0.271,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Iceland",NA,4,7.494,NA,1.38,1.624,1.026,0.591,0.118,0.354,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Netherlands",NA,5,7.488,NA,1.396,1.522,0.999,0.557,0.298,0.322,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Switzerland",NA,6,7.48,NA,1.452,1.526,1.052,0.572,0.343,0.263,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Sweden",NA,7,7.343,NA,1.387,1.487,1.009,0.574,0.373,0.267,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","New Zealand",NA,8,7.307,NA,1.303,1.557,1.026,0.585,0.38,0.33,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Canada",NA,9,7.278,NA,1.365,1.505,1.039,0.584,0.308,0.285,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Austria",NA,10,7.246,NA,1.376,1.475,1.016,0.532,0.226,0.244,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Australia",NA,11,7.228,NA,1.372,1.548,1.036,0.557,0.29,0.332,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Costa Rica",NA,12,7.167,NA,1.034,1.441,0.963,0.558,0.093,0.144,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Israel",NA,13,7.139,NA,1.276,1.455,1.029,0.371,0.082,0.261,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Luxembourg",NA,14,7.09,NA,1.609,1.479,1.012,0.526,0.316,0.194,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","United Kingdom",NA,15,7.054,NA,1.333,1.538,0.996,0.45,0.278,0.348,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Ireland",NA,16,7.021,NA,1.499,1.553,0.999,0.516,0.31,0.298,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Germany",NA,17,6.985,NA,1.373,1.454,0.987,0.495,0.265,0.261,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Belgium",NA,18,6.923,NA,1.356,1.504,0.986,0.473,0.21,0.16,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","United States",NA,19,6.892,NA,1.433,1.457,0.874,0.454,0.128,0.28,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Czech Republic",NA,20,6.852,NA,1.269,1.487,0.92,0.457,0.036,0.046,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","United Arab Emirates",NA,21,6.825,NA,1.503,1.31,0.825,0.598,0.182,0.262,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Malta",NA,22,6.726,NA,1.3,1.52,0.999,0.564,0.151,0.375,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Mexico",NA,23,6.595,NA,1.07,1.323,0.861,0.433,0.073,0.074,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","France",NA,24,6.592,NA,1.324,1.472,1.045,0.436,0.183,0.111,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Taiwan",NA,25,6.446,NA,1.368,1.43,0.914,0.351,0.097,0.242,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Chile",NA,26,6.444,NA,1.159,1.369,0.92,0.357,0.056,0.187,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Guatemala",NA,27,6.436,NA,0.8,1.269,0.746,0.535,0.078,0.175,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Saudi Arabia",NA,28,6.375,NA,1.403,1.357,0.795,0.439,0.132,0.08,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Qatar",NA,29,6.374,NA,1.684,1.313,0.871,0.555,0.167,0.22,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Spain",NA,30,6.354,NA,1.286,1.484,1.062,0.362,0.079,0.153,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Panama",NA,31,6.321,NA,1.149,1.442,0.91,0.516,0.054,0.109,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Brazil",NA,32,6.3,NA,1.004,1.439,0.802,0.39,0.086,0.099,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Uruguay",NA,33,6.293,NA,1.124,1.465,0.891,0.523,0.15,0.127,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Singapore",NA,34,6.262,NA,1.572,1.463,1.141,0.556,0.453,0.271,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","El Salvador",NA,35,6.253,NA,0.794,1.242,0.789,0.43,0.074,0.093,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Italy",NA,36,6.223,NA,1.294,1.488,1.039,0.231,0.03,0.158,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Bahrain",NA,37,6.199,NA,1.362,1.368,0.871,0.536,0.11,0.255,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Slovakia",NA,38,6.198,NA,1.246,1.504,0.881,0.334,0.014,0.121,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Trinidad & Tobago",NA,39,6.192,NA,1.231,1.477,0.713,0.489,0.016,0.185,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Poland",NA,40,6.182,NA,1.206,1.438,0.884,0.483,0.05,0.117,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Uzbekistan",NA,41,6.174,NA,0.745,1.529,0.756,0.631,0.24,0.322,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Lithuania",NA,42,6.149,NA,1.238,1.515,0.818,0.291,0.042,0.043,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Colombia",NA,43,6.125,NA,0.985,1.41,0.841,0.47,0.034,0.099,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Slovenia",NA,44,6.118,NA,1.258,1.523,0.953,0.564,0.057,0.144,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Nicaragua",NA,45,6.105,NA,0.694,1.325,0.835,0.435,0.127,0.2,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Kosovo",NA,46,6.1,NA,0.882,1.232,0.758,0.489,0.006,0.262,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Argentina",NA,47,6.086,NA,1.092,1.432,0.881,0.471,0.05,0.066,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Romania",NA,48,6.07,NA,1.162,1.232,0.825,0.462,0.005,0.083,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Cyprus",NA,49,6.046,NA,1.263,1.223,1.042,0.406,0.041,0.19,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Ecuador",NA,50,6.028,NA,0.912,1.312,0.868,0.498,0.087,0.126,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Kuwait",NA,51,6.021,NA,1.5,1.319,0.808,0.493,0.097,0.142,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Thailand",NA,52,6.008,NA,1.05,1.409,0.828,0.557,0.028,0.359,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Latvia",NA,53,5.94,NA,1.187,1.465,0.812,0.264,0.064,0.075,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","South Korea",NA,54,5.895,NA,1.301,1.219,1.036,0.159,0.056,0.175,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Estonia",NA,55,5.893,NA,1.237,1.528,0.874,0.495,0.161,0.103,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Jamaica",NA,56,5.89,NA,0.831,1.478,0.831,0.49,0.028,0.107,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Mauritius",NA,57,5.888,NA,1.12,1.402,0.798,0.498,0.06,0.215,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Japan",NA,58,5.886,NA,1.327,1.419,1.088,0.445,0.14,0.069,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Honduras",NA,59,5.86,NA,0.642,1.236,0.828,0.507,0.078,0.246,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Kazakhstan",NA,60,5.809,NA,1.173,1.508,0.729,0.41,0.096,0.146,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Bolivia",NA,61,5.779,NA,0.776,1.209,0.706,0.511,0.064,0.137,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Hungary",NA,62,5.758,NA,1.201,1.41,0.828,0.199,0.02,0.081,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Paraguay",NA,63,5.743,NA,0.855,1.475,0.777,0.514,0.08,0.184,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Northern Cyprus",NA,64,5.718,NA,1.263,1.252,1.042,0.417,0.162,0.191,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Peru",NA,65,5.697,NA,0.96,1.274,0.854,0.455,0.027,0.083,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Portugal",NA,66,5.693,NA,1.221,1.431,0.999,0.508,0.025,0.047,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Pakistan",NA,67,5.653,NA,0.677,0.886,0.535,0.313,0.098,0.22,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Russia",NA,68,5.648,NA,1.183,1.452,0.726,0.334,0.031,0.082,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Philippines",NA,69,5.631,NA,0.807,1.293,0.657,0.558,0.107,0.117,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Serbia",NA,70,5.603,NA,1.004,1.383,0.854,0.282,0.039,0.137,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Moldova",NA,71,5.529,NA,0.685,1.328,0.739,0.245,0,0.181,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Libya",NA,72,5.525,NA,1.044,1.303,0.673,0.416,0.152,0.133,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Montenegro",NA,73,5.523,NA,1.051,1.361,0.871,0.197,0.08,0.142,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Tajikistan",NA,74,5.467,NA,0.493,1.098,0.718,0.389,0.144,0.23,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Croatia",NA,75,5.432,NA,1.155,1.266,0.914,0.296,0.022,0.119,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Hong Kong",NA,76,5.43,NA,1.438,1.277,1.122,0.44,0.287,0.258,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Dominican Republic",NA,77,5.425,NA,1.015,1.401,0.779,0.497,0.101,0.113,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Bosnia and Herzegovina",NA,78,5.386,NA,0.945,1.212,0.845,0.212,0.006,0.263,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Turkey",NA,79,5.373,NA,1.183,1.36,0.808,0.195,0.106,0.083,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Malaysia",NA,80,5.339,NA,1.221,1.171,0.828,0.508,0.024,0.26,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Belarus",NA,81,5.323,NA,1.067,1.465,0.789,0.235,0.142,0.094,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Greece",NA,82,5.287,NA,1.181,1.156,0.999,0.067,0.034,0,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Mongolia",NA,83,5.285,NA,0.948,1.531,0.667,0.317,0.038,0.235,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","North Macedonia",NA,84,5.274,NA,0.983,1.294,0.838,0.345,0.034,0.185,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Nigeria",NA,85,5.265,NA,0.696,1.111,0.245,0.426,0.041,0.215,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Kyrgyzstan",NA,86,5.261,NA,0.551,1.438,0.723,0.508,0.023,0.3,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Turkmenistan",NA,87,5.247,NA,1.052,1.538,0.657,0.394,0.028,0.244,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Algeria",NA,88,5.211,NA,1.002,1.16,0.785,0.086,0.114,0.073,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Morocco",NA,89,5.208,NA,0.801,0.782,0.782,0.418,0.076,0.036,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Azerbaijan",NA,90,5.208,NA,1.043,1.147,0.769,0.351,0.182,0.035,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Lebanon",NA,91,5.197,NA,0.987,1.224,0.815,0.216,0.027,0.166,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Indonesia",NA,92,5.192,NA,0.931,1.203,0.66,0.491,0.028,0.498,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","China",NA,93,5.191,NA,1.029,1.125,0.893,0.521,0.1,0.058,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Vietnam",NA,94,5.175,NA,0.741,1.346,0.851,0.543,0.073,0.147,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Bhutan",NA,95,5.082,NA,0.813,1.321,0.604,0.457,0.167,0.37,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Cameroon",NA,96,5.044,NA,0.549,0.91,0.331,0.381,0.037,0.187,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Bulgaria",NA,97,5.011,NA,1.092,1.513,0.815,0.311,0.004,0.081,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Ghana",NA,98,4.996,NA,0.611,0.868,0.486,0.381,0.04,0.245,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Ivory Coast",NA,99,4.944,NA,0.569,0.808,0.232,0.352,0.09,0.154,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Nepal",NA,100,4.913,NA,0.446,1.226,0.677,0.439,0.089,0.285,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Jordan",NA,101,4.906,NA,0.837,1.225,0.815,0.383,0.13,0.11,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Benin",NA,102,4.883,NA,0.393,0.437,0.397,0.349,0.082,0.175,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Congo (Brazzaville)",NA,103,4.812,NA,0.673,0.799,0.508,0.372,0.093,0.105,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Gabon",NA,104,4.799,NA,1.057,1.183,0.571,0.295,0.055,0.043,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Laos",NA,105,4.796,NA,0.764,1.03,0.551,0.547,0.164,0.266,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","South Africa",NA,106,4.722,NA,0.96,1.351,0.469,0.389,0.055,0.13,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Albania",NA,107,4.719,NA,0.947,0.848,0.874,0.383,0.027,0.178,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Venezuela",NA,108,4.707,NA,0.96,1.427,0.805,0.154,0.047,0.064,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Cambodia",NA,109,4.7,NA,0.574,1.122,0.637,0.609,0.062,0.232,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Palestinian Territories",NA,110,4.696,NA,0.657,1.247,0.672,0.225,0.066,0.103,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Senegal",NA,111,4.681,NA,0.45,1.134,0.571,0.292,0.072,0.153,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Somalia",NA,112,4.668,NA,0,0.698,0.268,0.559,0.27,0.243,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Namibia",NA,113,4.639,NA,0.879,1.313,0.477,0.401,0.056,0.07,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Niger",NA,114,4.628,NA,0.138,0.774,0.366,0.318,0.102,0.188,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Burkina Faso",NA,115,4.587,NA,0.331,1.056,0.38,0.255,0.113,0.177,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Armenia",NA,116,4.559,NA,0.85,1.055,0.815,0.283,0.064,0.095,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Iran",NA,117,4.548,NA,1.1,0.842,0.785,0.305,0.125,0.27,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Guinea",NA,118,4.534,NA,0.38,0.829,0.375,0.332,0.086,0.207,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Georgia",NA,119,4.519,NA,0.886,0.666,0.752,0.346,0.164,0.043,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Gambia",NA,120,4.516,NA,0.308,0.939,0.428,0.382,0.167,0.269,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Kenya",NA,121,4.509,NA,0.512,0.983,0.581,0.431,0.053,0.372,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Mauritania",NA,122,4.49,NA,0.57,1.167,0.489,0.066,0.088,0.106,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Mozambique",NA,123,4.466,NA,0.204,0.986,0.39,0.494,0.138,0.197,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Tunisia",NA,124,4.461,NA,0.921,1,0.815,0.167,0.055,0.059,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Bangladesh",NA,125,4.456,NA,0.562,0.928,0.723,0.527,0.143,0.166,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Iraq",NA,126,4.437,NA,1.043,0.98,0.574,0.241,0.089,0.148,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Congo (Kinshasa)",NA,127,4.418,NA,0.094,1.125,0.357,0.269,0.053,0.212,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Mali",NA,128,4.39,NA,0.385,1.105,0.308,0.327,0.052,0.153,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Sierra Leone",NA,129,4.374,NA,0.268,0.841,0.242,0.309,0.045,0.252,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Sri Lanka",NA,130,4.366,NA,0.949,1.265,0.831,0.47,0.047,0.244,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Myanmar",NA,131,4.36,NA,0.71,1.181,0.555,0.525,0.172,0.566,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Chad",NA,132,4.35,NA,0.35,0.766,0.192,0.174,0.078,0.198,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Ukraine",NA,133,4.332,NA,0.82,1.39,0.739,0.178,0.01,0.187,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Ethiopia",NA,134,4.286,NA,0.336,1.033,0.532,0.344,0.1,0.209,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Swaziland",NA,135,4.212,NA,0.811,1.149,0,0.313,0.135,0.074,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Uganda",NA,136,4.189,NA,0.332,1.069,0.443,0.356,0.06,0.252,NA,2019,5.40709615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
