"","Country","Region","Happiness.Rank","Happiness.Score","Standard.Error","Economy..GDP.per.Capita.","Family","Health..Life.Expectancy.","Freedom","Trust..Government.Corruption.","Generosity","Dystopia.Residual","year","mean","Lower.Confidence.Interval","Upper.Confidence.Interval","Logged.GDP.per.capita","Healthy.life.expectancy","Ladder.score.in.Dystopia","Explained.by..Log.GDP.per.capita","Explained.by..Social.support","Explained.by..Healthy.life.expectancy","Explained.by..Freedom.to.make.life.choices","Explained.by..Generosity","Explained.by..Perceptions.of.corruption"
"251","Lebanon","Middle East and Northern Africa",93,5.129,NA,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.07339,2016,5.3821847133758,5.031,5.227,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Portugal","Western Europe",94,5.123,NA,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,1.53015,2016,5.3821847133758,5.03,5.216,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Macedonia","Central and Eastern Europe",95,5.121,NA,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,2.08947,2016,5.3821847133758,5.017,5.225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Vietnam","Southeastern Asia",96,5.061,NA,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.9418,2016,5.3821847133758,4.991,5.131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Somaliland Region","Sub-Saharan Africa",97,5.057,NA,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,2.43801,2016,5.3821847133758,4.934,5.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Tunisia","Middle East and Northern Africa",98,5.045,NA,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413,2016,5.3821847133758,4.965,5.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Greece","Western Europe",99,5.033,NA,1.24886,0.75473,0.80029,0.05822,0.04127,0,2.12944,2016,5.3821847133758,4.935,5.131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Tajikistan","Central and Eastern Europe",100,4.996,NA,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106,2016,5.3821847133758,4.923,5.069,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Mongolia","Eastern Asia",101,4.907,NA,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53586,2016,5.3821847133758,4.838,4.976,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Laos","Southeastern Asia",102,4.876,NA,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,2.08637,2016,5.3821847133758,4.742,5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Nigeria","Sub-Saharan Africa",103,4.875,NA,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88586,2016,5.3821847133758,4.75,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Honduras","Latin America and Caribbean",104,4.871,NA,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2.29551,2016,5.3821847133758,4.75,4.992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Iran","Middle East and Northern Africa",105,4.813,NA,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.99817,2016,5.3821847133758,4.703,4.923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Zambia","Sub-Saharan Africa",106,4.795,NA,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2.58991,2016,5.3821847133758,4.645,4.945,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Nepal","Southern Asia",107,4.793,NA,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32694,2016,5.3821847133758,4.698,4.888,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Palestinian Territories","Middle East and Northern Africa",108,4.754,NA,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364,2016,5.3821847133758,4.649,4.859,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Albania","Central and Eastern Europe",109,4.655,NA,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92816,2016,5.3821847133758,4.546,4.764,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Bangladesh","Southern Asia",110,4.643,NA,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,2016,5.3821847133758,4.56,4.726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Sierra Leone","Sub-Saharan Africa",111,4.635,NA,0.36485,0.628,0,0.30685,0.08196,0.23897,3.01402,2016,5.3821847133758,4.505,4.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Iraq","Middle East and Northern Africa",112,4.575,NA,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81657,2016,5.3821847133758,4.446,4.704,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Namibia","Sub-Saharan Africa",113,4.574,NA,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,1.92198,2016,5.3821847133758,4.374,4.774,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Cameroon","Sub-Saharan Africa",114,4.513,NA,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198,2016,5.3821847133758,4.417,4.609,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Ethiopia","Sub-Saharan Africa",115,4.508,NA,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,2016,5.3821847133758,4.425,4.591,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","South Africa","Sub-Saharan Africa",116,4.459,NA,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227,2016,5.3821847133758,4.371,4.547,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Sri Lanka","Southern Asia",117,4.415,NA,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,2016,5.3821847133758,4.322,4.508,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","India","Southern Asia",118,4.404,NA,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032,2016,5.3821847133758,4.351,4.457,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Myanmar","Southeastern Asia",119,4.395,NA,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50655,2016,5.3821847133758,4.327,4.463,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Egypt","Middle East and Northern Africa",120,4.362,NA,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.96895,2016,5.3821847133758,4.259,4.465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Armenia","Central and Eastern Europe",121,4.36,NA,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864,2016,5.3821847133758,4.266,4.454,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Kenya","Sub-Saharan Africa",122,4.356,NA,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,2016,5.3821847133758,4.259,4.453,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Ukraine","Central and Eastern Europe",123,4.324,NA,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,2016,5.3821847133758,4.236,4.412,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Ghana","Sub-Saharan Africa",124,4.276,NA,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,2016,5.3821847133758,4.185,4.367,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Congo (Kinshasa)","Sub-Saharan Africa",125,4.272,NA,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,2.74924,2016,5.3821847133758,4.191,4.353,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Georgia","Central and Eastern Europe",126,4.252,NA,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,2016,5.3821847133758,4.164,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Congo (Brazzaville)","Sub-Saharan Africa",127,4.236,NA,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,2.10681,2016,5.3821847133758,4.107,4.365,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Senegal","Sub-Saharan Africa",128,4.219,NA,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861,2016,5.3821847133758,4.151,4.287,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Bulgaria","Central and Eastern Europe",129,4.217,NA,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,2016,5.3821847133758,4.104,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Mauritania","Sub-Saharan Africa",130,4.201,NA,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263,2016,5.3821847133758,4.127,4.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Zimbabwe","Sub-Saharan Africa",131,4.193,NA,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,2016,5.3821847133758,4.101,4.285,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Malawi","Sub-Saharan Africa",132,4.156,NA,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,2016,5.3821847133758,4.041,4.271,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Sudan","Sub-Saharan Africa",133,4.139,NA,0.63069,0.81928,0.29759,0,0.10039,0.18077,2.10995,2016,5.3821847133758,3.928,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Gabon","Sub-Saharan Africa",134,4.121,NA,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332,2016,5.3821847133758,4.03,4.212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Mali","Sub-Saharan Africa",135,4.073,NA,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087,2016,5.3821847133758,3.988,4.158,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Haiti","Latin America and Caribbean",136,4.028,NA,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37116,2016,5.3821847133758,3.893,4.163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Botswana","Sub-Saharan Africa",137,3.974,NA,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,2016,5.3821847133758,3.875,4.073,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Comoros","Sub-Saharan Africa",138,3.956,NA,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2.25632,2016,5.3821847133758,3.86,4.052,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Ivory Coast","Sub-Saharan Africa",139,3.916,NA,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,2016,5.3821847133758,3.826,4.006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Cambodia","Southeastern Asia",140,3.907,NA,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,2016,5.3821847133758,3.798,4.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Angola","Sub-Saharan Africa",141,3.866,NA,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2.09459,2016,5.3821847133758,3.753,3.979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Niger","Sub-Saharan Africa",142,3.856,NA,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09469,2016,5.3821847133758,3.781,3.931,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","South Sudan","Sub-Saharan Africa",143,3.832,NA,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,2.50929,2016,5.3821847133758,3.596,4.068,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Chad","Sub-Saharan Africa",144,3.763,NA,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637,2016,5.3821847133758,3.672,3.854,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Burkina Faso","Sub-Saharan Africa",145,3.739,NA,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,2016,5.3821847133758,3.647,3.831,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Uganda","Sub-Saharan Africa",145,3.739,NA,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,2016,5.3821847133758,3.629,3.849,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Yemen","Middle East and Northern Africa",147,3.724,NA,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295,2016,5.3821847133758,3.621,3.827,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Madagascar","Sub-Saharan Africa",148,3.695,NA,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075,2016,5.3821847133758,3.621,3.769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Tanzania","Sub-Saharan Africa",149,3.666,NA,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769,2016,5.3821847133758,3.561,3.771,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Liberia","Sub-Saharan Africa",150,3.622,NA,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2.23284,2016,5.3821847133758,3.463,3.781,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Guinea","Sub-Saharan Africa",151,3.607,NA,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,2016,5.3821847133758,3.533,3.681,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Rwanda","Sub-Saharan Africa",152,3.515,NA,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,0.96819,2016,5.3821847133758,3.444,3.586,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Benin","Sub-Saharan Africa",153,3.484,NA,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,2016,5.3821847133758,3.404,3.564,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Afghanistan","Southern Asia",154,3.36,NA,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2.14558,2016,5.3821847133758,3.288,3.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Togo","Sub-Saharan Africa",155,3.303,NA,0.28123,0,0.24811,0.34678,0.11587,0.17517,2.1354,2016,5.3821847133758,3.192,3.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Syria","Middle East and Northern Africa",156,3.069,NA,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,0.81789,2016,5.3821847133758,2.936,3.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Burundi","Sub-Saharan Africa",157,2.905,NA,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.10404,2016,5.3821847133758,2.732,3.078,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Norway",NA,1,7.53700017929077,NA,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.315963834524155,0.36201223731041,2.27702665328979,2017,5.35401935577393,7.47955553799868,7.59444482058287,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Denmark",NA,2,7.52199983596802,NA,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.40077006816864,0.355280488729477,2.31370735168457,2017,5.35401935577393,7.46227160707116,7.58172806486487,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Iceland",NA,3,7.50400018692017,NA,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.153526559472084,0.475540220737457,2.32271528244019,2017,5.35401935577393,7.38596990078688,7.62203047305346,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Switzerland",NA,4,7.49399995803833,NA,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.367007285356522,0.290549278259277,2.2767162322998,2017,5.35401935577393,7.42622749567032,7.56177242040634,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Finland",NA,5,7.4689998626709,NA,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.38261154294014,0.24548277258873,2.4301815032959,2017,5.35401935577393,7.41045764952898,7.52754207581282,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Netherlands",NA,6,7.3769998550415,NA,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.282661825418472,0.470489829778671,2.29480409622192,2017,5.35401935577393,7.32657386884093,7.42742584124207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Canada",NA,7,7.31599998474121,NA,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.287371516227722,0.435539722442627,2.18726444244385,2017,5.35401935577393,7.24759713411331,7.38440283536911,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","New Zealand",NA,8,7.31400012969971,NA,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.382816702127457,0.500005125999451,2.0464563369751,2017,5.35401935577393,7.24848981752992,7.3795104418695,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Sweden",NA,9,7.28399991989136,NA,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.384398728609085,0.385399252176285,2.09753799438477,2017,5.35401935577393,7.22390496239066,7.34409487739205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Australia",NA,10,7.28399991989136,NA,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.301183730363846,0.477699249982834,2.06521081924438,2017,5.35401935577393,7.2113486148417,7.35665122494102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Israel",NA,11,7.21299982070923,NA,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.0852421000599861,0.330082654953003,2.80175733566284,2017,5.35401935577393,7.14614638492465,7.27985325649381,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Costa Rica",NA,12,7.0789999961853,NA,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.100106589496136,0.214613229036331,2.89863920211792,2017,5.35401935577393,6.98988832607865,7.16811166629195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Austria",NA,13,7.00600004196167,NA,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.221060365438461,0.316472321748734,2.1385064125061,2017,5.35401935577393,6.94133027181029,7.07066981211305,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","United States",NA,14,6.99300003051758,NA,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,0.135638788342476,0.392578780651093,2.2181134223938,2017,5.35401935577393,6.91134331345558,7.07465674757957,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Ireland",NA,15,6.97700023651123,NA,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.29838815331459,0.42785832285881,1.77386903762817,2017,5.35401935577393,6.91064880549908,7.04335166752338,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Germany",NA,16,6.95100021362305,NA,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.276731938123703,0.336269170045853,2.01576995849609,2017,5.35401935577393,6.89661885797977,7.00538156926632,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Belgium",NA,17,6.89099979400635,NA,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.251343131065369,0.231503337621689,2.12421035766602,2017,5.35401935577393,6.82617883756757,6.95582075044513,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Luxembourg",NA,18,6.86299991607666,NA,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.31883442401886,0.283180981874466,1.61951208114624,2017,5.35401935577393,6.80231373228133,6.92368609987199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","United Kingdom",NA,19,6.71400022506714,NA,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.265428066253662,0.492774158716202,1.70414352416992,2017,5.35401935577393,6.64420868903399,6.78379176110029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Chile",NA,20,6.65199995040894,NA,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.0822879821062088,0.326662421226501,2.50958585739136,2017,5.35401935577393,6.56474934071302,6.73925056010485,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","United Arab Emirates",NA,21,6.64799976348877,NA,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.324489563703537,0.3609419465065,1.734703540802,2017,5.35401935577393,6.57395222321153,6.72204730376601,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Brazil",NA,22,6.63500022888184,NA,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.111092761158943,0.16234989464283,2.76926708221436,2017,5.35401935577393,6.5445309561491,6.72546950161457,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Czech Republic",NA,23,6.60900020599365,NA,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0368729270994663,0.0881067588925362,2.45186185836792,2017,5.35401935577393,6.5341379493475,6.68386246263981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Argentina",NA,24,6.59899997711182,NA,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.059739887714386,0.109457060694695,2.61400532722473,2017,5.35401935577393,6.50791486814618,6.69008508607745,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Mexico",NA,25,6.57800006866455,NA,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.132774114608765,0.120990432798862,2.83715486526489,2017,5.35401935577393,6.48485122963786,6.67114890769124,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Singapore",NA,26,6.57200002670288,NA,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.46430778503418,0.345965981483459,1.21636199951172,2017,5.35401935577393,6.50727698430419,6.63672306910157,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Malta",NA,27,6.52699995040894,NA,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.153066068887711,0.574730575084686,1.55686283111572,2017,5.35401935577393,6.45560312792659,6.59839677289128,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Uruguay",NA,28,6.4539999961853,NA,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.178061872720718,0.175096929073334,2.17240953445435,2017,5.35401935577393,6.36209377467632,6.54590621769428,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Guatemala",NA,29,6.4539999961853,NA,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.0772232785820961,0.283488392829895,2.89389109611511,2017,5.35401935577393,6.34112601965666,6.56687397271395,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Panama",NA,30,6.4520001411438,NA,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.070983923971653,0.21055693924427,2.30719995498657,2017,5.35401935577393,6.34686956614256,6.55713071614504,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","France",NA,31,6.44199991226196,NA,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.172502428293228,0.129762306809425,2.00595474243164,2017,5.35401935577393,6.36823202207685,6.51576780244708,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Thailand",NA,32,6.42399978637695,NA,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.0316127352416515,0.572123110294342,2.03950834274292,2017,5.35401935577393,6.33888271704316,6.50911685571074,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Taiwan Province of China",NA,33,6.42199993133545,NA,1.43362653255463,1.38456535339355,0.793984234333038,0.361466586589813,0.0638292357325554,0.258360475301743,2.1266074180603,2017,5.35401935577393,6.34940384075046,6.49459602192044,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Spain",NA,34,6.40299987792969,NA,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.0709140971302986,0.190133571624756,1.92775774002075,2017,5.35401935577393,6.33494491055608,6.4710548453033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Qatar",NA,35,6.375,NA,1.87076568603516,1.27429687976837,0.710098087787628,0.604130983352661,0.439299255609512,0.330473870038986,1.1454644203186,2017,5.35401935577393,6.18152318567038,6.56847681432962,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Colombia",NA,36,6.35699987411499,NA,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.0466687418520451,0.149014472961426,2.61606812477112,2017,5.35401935577393,6.26197969406843,6.45202005416155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Saudi Arabia",NA,37,6.3439998626709,NA,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.27343225479126,0.147616013884544,2.0654296875,2017,5.35401935577393,6.24383311331272,6.44416661202908,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Trinidad and Tobago",NA,38,6.16800022125244,NA,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.00896481610834599,0.325296461582184,2.05324745178223,2017,5.35401935577393,5.95446655184031,6.38153389066458,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Kuwait",NA,39,6.10500001907349,NA,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.215159550309181,0.228289797902107,1.64042520523071,2017,5.35401935577393,6.01804304927588,6.1919569888711,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Slovakia",NA,40,6.09800004959106,NA,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.0242108516395092,0.136544480919838,2.09777665138245,2017,5.35401935577393,6.01865168705583,6.1773484121263,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Bahrain",NA,41,6.08699989318848,NA,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.257042169570923,0.172668486833572,1.65614938735962,2017,5.35401935577393,5.99501071855426,6.17898906782269,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Malaysia",NA,42,6.08400011062622,NA,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.0656007081270218,0.416608929634094,2.00444889068604,2017,5.35401935577393,5.98802058473229,6.17997963652015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Nicaragua",NA,43,6.07100009918213,NA,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.130687981843948,0.301674216985703,2.51393055915833,2017,5.35401935577393,5.95541659802198,6.18658360034227,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Ecuador",NA,44,6.00799989700317,NA,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.140134647488594,0.150112465023994,2.29035258293152,2017,5.35401935577393,5.91015211865306,6.10584767535329,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","El Salvador",NA,45,6.00299978256226,NA,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0899809598922729,0.0782579854130745,2.7145938873291,2017,5.35401935577393,5.89736444279552,6.108635122329,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Poland",NA,46,5.97300004959106,NA,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.0593078061938286,0.158465966582298,1.79772281646729,2017,5.35401935577393,5.89209175795317,6.05390834122896,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Uzbekistan",NA,47,5.97100019454956,NA,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.246528223156929,0.415983647108078,1.81691360473633,2017,5.35401935577393,5.876462816149,6.06553757295012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Italy",NA,48,5.96400022506714,NA,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.0280280914157629,0.17278964817524,1.81331205368042,2017,5.35401935577393,5.88526354417205,6.04273690596223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Russia",NA,49,5.96299982070923,NA,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0329628810286522,0.0522638224065304,2.20560741424561,2017,5.35401935577393,5.89572473391891,6.03027490749955,NA,NA,NA,NA,NA,NA,NA,NA,NA
